STATE,STATE NAME,DATE,RHAV,RHMN,RHMX,RHRR,TAVG,TMIN,TMAX,TRR,STPOP,STLA,POPPCT,POPDEN,CRD,,
IL,Illinois,2016-09,72.50,50.33,92.67,0.58,70.82,60.90,80.72,0.28,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2016-10,73.17,52.83,92.00,0.54,59.25,49.02,69.45,0.34,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2016-11,72.00,52.33,89.50,0.52,47.67,38.17,57.18,0.40,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2016-12,73.00,59.00,88.00,0.40,27.40,20.75,34.05,0.49,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-01,78.50,65.33,90.33,0.32,30.32,23.65,36.98,0.44,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-02,65.67,45.33,86.00,0.62,40.02,29.03,51.02,0.55,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-03,64.17,46.00,85.00,0.61,41.97,33.23,50.72,0.42,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-04,64.50,44.83,85.83,0.64,55.87,45.43,66.30,0.37,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-05,66.50,46.33,89.83,0.65,61.20,50.62,71.80,0.35,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-06,60.67,39.67,86.17,0.77,73.23,61.75,84.70,0.31,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-07,71.00,51.67,91.50,0.56,76.23,65.87,86.63,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-08,71.50,48.83,92.67,0.61,70.85,60.22,81.45,0.30,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-09,64.83,39.83,89.67,0.77,68.98,56.50,81.47,0.36,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-10,69.67,50.17,89.00,0.56,57.83,48.60,67.07,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-11,67.83,50.50,86.00,0.52,40.88,31.70,50.07,0.45,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2017-12,65.67,49.00,83.67,0.53,28.05,19.77,36.32,0.59,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-01,71.50,56.83,86.83,0.42,24.05,14.93,33.22,0.76,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-02,73.17,56.33,90.33,0.46,29.28,19.38,39.22,0.68,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-03,63.67,42.00,86.50,0.70,38.27,29.10,47.45,0.48,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-04,58.83,39.67,83.67,0.75,44.00,33.22,54.78,0.49,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-05,65.50,44.67,88.50,0.67,70.17,58.78,81.57,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-06,72.17,54.67,91.17,0.51,74.67,64.83,84.48,0.26,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-07,70.17,50.00,91.00,0.58,75.32,65.17,85.47,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-08,74.83,54.67,94.00,0.53,75.43,65.77,85.05,0.26,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-09,72.83,50.33,92.67,0.58,69.58,59.15,79.97,0.30,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-10,72.67,53.00,92.17,0.54,53.03,43.42,62.67,0.36,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-11,76.33,62.50,90.50,0.37,34.23,27.72,40.78,0.38,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2018-12,79.17,63.83,91.83,0.35,33.42,25.72,41.13,0.46,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-01,76.50,63.33,90.33,0.35,22.05,14.20,29.95,0.71,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-02,77.50,63.67,90.17,0.34,26.37,18.37,34.40,0.61,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-03,66.17,47.50,87.00,0.60,36.53,27.37,45.67,0.50,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-04,65.83,46.00,87.67,0.63,51.95,41.75,62.15,0.39,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-05,73.83,55.33,93.50,0.52,61.17,51.33,71.00,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-06,69.50,50.00,91.00,0.59,70.97,61.12,80.83,0.28,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-07,68.17,48.67,89.17,0.59,78.18,68.28,88.13,0.25,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-08,71.17,50.67,91.67,0.58,72.98,63.23,82.67,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-09,75.83,56.50,93.50,0.49,71.42,62.28,80.53,0.26,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-10,72.33,51.33,91.00,0.55,51.57,41.95,61.20,0.37,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-11,73.33,56.50,88.67,0.44,35.93,27.43,44.40,0.47,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2019-12,75.17,59.83,88.67,0.38,34.60,25.92,43.27,0.50,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-01,79.17,67.00,91.67,0.31,29.88,23.45,36.27,0.43,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-02,70.17,54.67,87.33,0.47,29.98,22.07,37.92,0.53,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-03,71.17,51.33,88.67,0.52,43.68,35.20,52.15,0.39,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-04,63.67,42.17,88.17,0.72,49.48,38.62,60.33,0.44,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-05,68.17,49.33,89.50,0.59,60.32,50.90,69.72,0.31,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-06,62.17,42.00,85.67,0.70,74.17,63.25,85.08,0.29,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-07,70.17,50.83,90.33,0.56,77.88,68.12,87.65,0.25,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-08,68.17,46.67,89.17,0.62,74.10,62.98,85.15,0.30,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-09,70.67,48.33,89.83,0.59,65.33,54.95,75.65,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-10,65.50,44.50,86.50,0.64,51.25,40.35,62.15,0.43,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-11,65.17,47.67,82.67,0.54,46.63,36.47,56.75,0.43,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2020-12,70.83,55.33,84.50,0.41,32.50,24.00,40.97,0.52,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-01,77.67,66.50,87.67,0.27,28.53,22.80,34.22,0.40,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-02,71.00,57.50,84.00,0.37,18.78,11.05,26.55,0.83,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-03,62.00,43.00,82.67,0.64,45.25,35.35,55.17,0.44,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-04,59.17,40.17,82.50,0.72,52.82,42.38,63.27,0.40,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-05,64.00,42.67,87.00,0.69,61.15,51.40,70.87,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-06,64.17,44.17,87.17,0.67,75.22,64.77,85.62,0.28,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-07,73.17,54.50,91.33,0.50,75.12,66.27,84.00,0.24,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-08,72.50,52.00,91.50,0.54,76.20,65.95,86.47,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-09,64.83,41.50,88.50,0.72,70.25,58.18,82.28,0.34,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-10,75.50,56.00,91.67,0.47,59.43,51.00,67.87,0.28,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-11,63.83,45.67,83.33,0.59,41.02,31.13,50.88,0.48,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2021-12,69.67,51.17,87.00,0.51,38.65,29.03,48.27,0.50,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-01,68.83,56.50,82.83,0.38,20.53,10.77,30.25,0.95,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-02,68.50,54.00,83.83,0.44,27.03,17.47,36.58,0.71,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-03,65.17,46.33,84.33,0.58,41.68,32.05,51.33,0.46,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-04,63.83,45.50,85.17,0.62,48.75,38.88,58.63,0.41,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-05,65.67,48.00,87.00,0.59,65.13,55.30,75.00,0.30,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-06,60.17,41.00,86.00,0.75,73.50,62.23,84.78,0.31,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-07,70.50,52.50,90.33,0.54,75.62,66.08,85.08,0.25,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-08,73.33,53.67,91.83,0.52,74.27,64.38,84.17,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-09,70.00,47.67,90.67,0.61,66.97,56.33,77.58,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-10,65.17,42.00,86.50,0.68,53.25,40.87,65.65,0.47,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-11,65.67,47.67,84.33,0.56,42.60,32.77,52.52,0.46,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2022-12,73.33,60.00,85.67,0.35,29.47,21.43,37.45,0.54,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-01,78.83,66.00,90.83,0.32,32.28,26.17,38.40,0.38,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-02,67.33,48.83,85.67,0.55,34.80,24.75,44.87,0.58,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-03,67.50,47.50,87.83,0.60,40.07,31.18,49.00,0.44,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-04,55.67,37.33,80.50,0.78,52.88,40.17,65.58,0.48,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-05,55.00,35.00,82.00,0.85,64.42,51.63,77.17,0.40,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-06,57.00,35.33,84.83,0.87,72.25,59.55,84.95,0.35,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-07,70.17,48.83,92.83,0.63,75.60,65.08,86.15,0.28,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-08,75.00,54.33,94.33,0.53,73.72,63.93,83.47,0.26,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-09,71.83,48.50,94.00,0.63,69.10,58.28,79.90,0.31,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-10,70.33,49.00,90.50,0.59,56.05,46.33,65.72,0.35,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-11,63.83,44.00,85.50,0.65,42.62,32.27,53.03,0.49,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2023-12,77.67,61.67,91.67,0.39,39.00,32.70,45.32,0.32,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-01,81.17,69.83,91.33,0.26,25.18,19.85,30.52,0.42,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-02,63.67,41.83,85.17,0.68,40.03,28.23,51.83,0.59,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-03,61.17,41.00,83.17,0.69,46.12,35.57,56.65,0.46,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-04,63.00,43.50,86.33,0.68,53.78,43.48,64.42,0.39,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-05,63.60,41.80,90.00,0.76,66.43,55.27,77.63,0.34,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-06,64.17,43.17,89.83,0.73,75.12,64.67,85.55,0.28,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-07,74.00,54.00,94.33,0.55,74.57,64.98,84.18,0.26,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-08,73.50,52.67,93.00,0.55,73.98,63.93,84.05,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-09,66.33,41.17,91.00,0.75,69.00,56.63,81.33,0.36,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-10,57.33,33.17,84.50,0.90,58.80,45.30,72.35,0.46,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-11,75.67,57.83,91.50,0.44,45.42,37.88,52.98,0.33,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2024-12,73.67,58.33,88.67,0.41,32.98,25.87,40.10,0.43,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-01,,,,,21.30,12.47,30.10,0.83,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-02,,,,,27.83,19.32,36.33,0.61,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-03,,,,,46.30,34.30,58.27,0.52,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-04,,,,,53.27,42.48,63.98,0.40,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-05,,,,,61.27,50.05,72.50,0.37,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-06,,,,,74.15,64.20,84.10,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-07,,,,,77.72,68.83,86.60,0.23,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-08,,,,,72.75,62.80,82.73,0.27,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-09,,,,,68.77,55.85,81.70,0.38,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-10,,,,,58.92,48.27,69.55,0.36,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-11,,,,,42.23,33.08,51.35,0.43,12830632,55519,88.49,2877.60,12.45,,
IL,Illinois,2025-12,,,,,27.48,18.68,36.27,0.64,12830632,55519,88.49,2877.60,12.45,,
IN,Indiana,2010-01,79.25,68.50,89.25,0.26,24.60,18.13,31.08,0.53,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-02,77.25,63.50,90.00,0.34,26.78,20.40,33.20,0.48,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-03,69.00,48.25,87.50,0.57,44.53,34.15,54.95,0.47,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-04,59.25,38.75,82.25,0.73,57.88,45.90,69.88,0.41,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-05,69.75,51.00,89.00,0.54,64.98,55.18,74.83,0.30,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-06,71.25,51.50,91.00,0.55,74.73,65.23,84.23,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-07,69.25,49.00,89.75,0.59,78.05,68.10,88.03,0.26,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-08,67.00,45.00,89.00,0.66,77.50,66.75,88.30,0.28,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-09,62.00,39.25,86.25,0.76,68.00,55.98,80.03,0.35,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-10,57.50,32.75,84.00,0.89,56.78,43.73,69.85,0.46,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-11,69.00,49.00,87.25,0.55,43.48,32.35,54.63,0.51,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2010-12,77.75,66.00,89.00,0.30,25.95,19.60,32.30,0.49,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-01,75.75,63.25,87.75,0.32,23.55,16.63,30.50,0.59,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-02,73.00,59.25,86.75,0.38,30.65,22.33,39.00,0.54,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-03,67.75,49.50,85.50,0.53,41.38,32.28,50.53,0.44,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-04,69.50,50.50,87.75,0.54,53.80,43.45,64.15,0.38,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-05,72.75,54.75,91.00,0.50,63.00,53.45,72.53,0.30,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-06,68.00,49.25,88.00,0.57,73.10,63.45,82.73,0.26,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-07,67.00,47.25,88.00,0.61,80.43,70.28,90.63,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-08,67.00,45.00,90.25,0.68,75.03,63.80,86.28,0.30,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-09,72.50,51.25,90.50,0.54,64.48,55.05,73.88,0.29,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-10,66.75,43.00,88.00,0.67,54.83,43.30,66.33,0.42,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-11,70.75,53.75,87.25,0.47,47.43,38.88,55.98,0.36,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2011-12,77.00,61.75,89.50,0.36,37.20,30.30,44.13,0.37,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-01,73.75,59.50,88.25,0.39,32.55,24.20,40.90,0.51,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-02,72.75,55.50,89.25,0.46,35.80,27.50,44.13,0.46,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-03,65.25,45.75,84.50,0.59,55.33,44.38,66.25,0.40,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-04,60.25,38.50,84.75,0.77,53.55,41.65,65.48,0.44,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-05,60.25,38.75,85.00,0.77,68.15,56.00,80.28,0.36,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-06,54.00,32.25,81.50,0.91,73.58,60.43,86.73,0.36,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-07,61.50,38.25,85.50,0.77,81.85,69.95,93.73,0.29,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-08,66.00,43.25,90.25,0.71,73.03,61.45,84.60,0.32,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-09,72.00,49.50,92.25,0.59,64.88,54.45,75.30,0.32,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-10,70.50,50.50,88.75,0.54,52.58,43.33,61.83,0.35,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-11,69.00,49.00,87.25,0.55,41.33,30.73,51.90,0.51,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2012-12,79.75,66.50,91.25,0.31,38.38,31.55,45.23,0.36,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-01,74.50,61.25,87.00,0.35,30.20,22.00,38.35,0.54,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-02,74.50,59.75,89.25,0.40,30.40,22.78,38.10,0.50,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-03,69.50,52.50,86.50,0.49,35.03,27.23,42.83,0.45,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-04,64.75,46.50,84.75,0.59,50.85,40.05,61.68,0.43,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-05,65.50,46.75,86.50,0.61,64.83,54.33,75.38,0.32,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-06,70.25,50.75,90.25,0.56,71.50,61.58,81.43,0.28,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-07,72.75,54.25,91.00,0.51,73.50,64.43,82.55,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-08,70.50,48.75,90.75,0.60,73.23,62.93,83.55,0.28,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-09,69.00,45.50,90.00,0.64,67.93,56.63,79.20,0.33,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-10,,,,,54.95,44.73,65.25,0.37,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-11,68.50,50.75,86.00,0.51,39.73,31.43,47.90,0.41,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2013-12,75.50,62.25,88.00,0.34,29.73,22.20,37.28,0.51,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-01,70.50,57.50,84.50,0.38,20.53,11.10,30.03,0.92,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-02,70.50,56.00,84.75,0.41,22.18,13.65,30.60,0.76,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-03,66.00,48.50,84.25,0.54,34.53,24.03,45.03,0.61,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-04,60.75,39.50,84.25,0.74,52.53,41.40,63.68,0.42,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-05,64.50,44.75,85.75,0.64,63.43,52.63,74.23,0.34,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-06,71.00,51.50,89.75,0.54,73.20,63.93,82.50,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-07,68.25,47.50,89.75,0.62,70.53,60.48,80.60,0.29,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-08,74.25,54.00,91.75,0.51,73.93,64.53,83.35,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-09,72.25,49.25,92.00,0.59,65.00,54.25,75.78,0.33,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-10,72.25,52.00,90.25,0.53,54.30,44.85,63.78,0.35,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-11,70.25,54.00,85.75,0.45,36.28,28.20,44.35,0.45,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2014-12,79.75,68.00,90.00,0.28,34.73,29.20,40.30,0.32,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-01,74.50,59.75,88.25,0.38,25.75,17.78,33.75,0.62,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-02,,,,,19.73,10.78,28.63,0.90,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-03,66.50,48.00,85.50,0.56,38.10,28.43,47.80,0.51,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-04,61.25,39.50,85.25,0.75,53.63,42.48,64.70,0.41,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-05,67.50,48.75,87.50,0.57,65.63,55.33,75.88,0.31,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-06,74.00,56.00,91.00,0.47,72.00,62.98,80.95,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-07,72.75,53.75,91.75,0.52,74.15,64.75,83.58,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-08,71.25,50.25,91.25,0.58,72.15,62.18,82.15,0.28,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-09,69.50,46.00,91.00,0.65,69.48,58.45,80.55,0.32,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-10,66.75,45.75,87.00,0.62,56.03,45.65,66.43,0.37,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-11,70.00,48.50,88.50,0.57,47.18,37.38,56.95,0.41,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2015-12,79.00,64.25,90.75,0.34,42.90,35.93,49.85,0.32,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-01,72.75,59.50,85.25,0.35,28.60,20.30,36.98,0.58,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-02,71.25,54.00,86.25,0.45,33.93,25.53,42.35,0.50,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-03,69.75,51.50,88.00,0.52,47.00,37.43,56.60,0.41,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-04,64.50,45.75,85.75,0.62,52.05,41.08,62.98,0.42,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-05,67.00,47.25,88.75,0.62,61.30,50.88,71.73,0.34,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-06,64.75,43.75,88.75,0.69,73.18,62.43,83.95,0.29,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-07,75.00,55.00,93.00,0.51,75.83,66.30,85.38,0.25,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-08,76.25,56.50,94.00,0.49,76.80,67.95,85.63,0.23,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-09,73.50,50.25,93.00,0.58,70.43,59.90,80.93,0.30,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-10,73.25,53.50,91.75,0.52,59.73,49.55,69.90,0.34,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-11,70.67,49.00,89.00,0.57,47.75,37.70,57.80,0.42,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2016-12,73.67,59.33,87.67,0.38,29.73,22.93,36.58,0.46,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-01,80.00,68.00,90.00,0.28,34.53,27.95,41.10,0.38,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-02,67.75,48.75,86.00,0.55,41.85,31.63,52.03,0.49,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-03,66.00,47.75,85.25,0.57,42.30,33.30,51.33,0.43,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-04,65.75,47.00,85.75,0.59,57.43,46.55,68.30,0.38,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-05,67.50,47.50,88.75,0.61,61.65,51.58,71.75,0.33,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-06,63.50,42.50,87.75,0.71,72.10,61.05,83.10,0.31,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-07,73.00,52.75,93.00,0.55,75.30,65.55,85.08,0.26,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-08,72.00,49.00,93.00,0.61,71.10,60.68,81.45,0.29,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-09,71.25,46.00,92.75,0.66,68.05,56.88,79.20,0.33,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-10,73.75,53.25,91.25,0.52,57.78,48.33,67.25,0.33,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-11,72.25,55.25,89.25,0.47,42.93,34.23,51.63,0.41,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2017-12,73.75,57.25,89.25,0.43,29.53,21.45,37.63,0.55,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2018-01,76.75,62.75,89.75,0.35,25.83,17.78,33.93,0.63,6483802,35826,72.44,1860.00,11.81,,
IN,Indiana,2018-02,78.50,63.00,92.75,0.38,35.43,26.58,44.30,0.50,6483802,35826,72.44,1860.00,11.81,,
